0.578313	3e-07	2.01	12.5
0.586345	3e-07	2.01	12.5
0.594378	3e-07	2.01	12.5
0.60241	3e-07	2.01	12.5
0.610442	3e-07	2.01	12.5
0.618474	3e-07	2.01	12.5
0.626506	3e-07	2.01	12.5
0.634538	3e-07	2.01	12.5
0.64257	3e-07	2.01	12.5
0.650602	3e-07	2.01	12.5
0.658635	3e-07	2.01	12.5
0.666667	3e-07	2.01	12.5
0.674699	3e-07	2.01	12.5
0.682731	3e-07	2.01	12.5
0.690763	3e-07	2.01	12.5
0.698795	3e-07	2.01	12.5
0.706827	3e-07	2.01	12.5
0.714859	3e-07	2.01	12.5
0.722892	3e-07	2.01	12.5
0.730924	3e-07	2.01	12.5
0.738956	3e-07	2.01	12.5
0.746988	3e-07	2.01	12.5
0.75502	3e-07	2.01	12.5
0.763052	3e-07	2.01	12.5
0.771084	3e-07	2.01	12.5
0.779116	3e-07	2.01	12.5
0.787149	3e-07	2.01	12.5
0.795181	3e-07	2.01	12.5
0.803213	3e-07	2.01	12.5
0.811245	3e-07	2.01	12.5
0.819277	3e-07	2.01	12.5
0.827309	3e-07	2.01	12.5
0.835341	3e-07	2.01	12.5
0.843373	3e-07	2.01	12.5
0.851406	3e-07	2.01	12.5
0.859438	3e-07	2.01	12.5
0.86747	3e-07	2.01	12.5
0.875502	3e-07	2.01	12.5
0.883534	3e-07	2.01	12.5
0.891566	3e-07	2.01	12.5
0.899598	3e-07	2.01	12.5
0.907631	3e-07	2.01	12.5
0.915663	3e-07	2.01	12.5
0.923695	3e-07	2.01	12.5
0.931727	3e-07	2.01	12.5
0.939759	3e-07	2.01	12.5
0.947791	3e-07	2.01	12.5
0.955823	3e-07	2.01	12.5
0.963855	3e-07	2.01	12.5
0.971888	3e-07	2.01	12.5
0.97992	3e-07	2.01	12.5
0.987952	3e-07	2.01	12.5
0.995984	3e-07	2.01	12.5
1.00402	3e-07	2.01	12.5
1.01205	3e-07	2.01	12.5
1.02008	3e-07	2.01	12.5
1.02811	3e-07	2.01	12.5
1.03614	3e-07	2.01	12.5
1.04418	3e-07	2.01	12.5
1.05221	3e-07	2.01	12.5
1.06024	3e-07	2.01	12.5
1.06827	3e-07	2.01	12.5
1.07631	3e-07	2.01	12.5
1.08434	3e-07	2.01	12.5
1.09237	3e-07	2.01	12.5
1.1004	3e-07	2.01	12.5
1.10843	3e-07	2.01	12.5
1.11647	3e-07	2.01	12.5
1.1245	3e-07	2.01	12.5
1.13253	3e-07	2.01	12.5
1.14056	3e-07	2.01	12.5
1.14859	3e-07	2.01	12.5
1.15663	3e-07	2.01	12.5
1.16466	3e-07	2.01	12.5
1.17269	3e-07	2.01	12.5
1.18072	3e-07	2.01	12.5
1.18876	3e-07	2.01	12.5
1.19679	3e-07	2.01	12.5
1.20482	3e-07	2.01	12.5
1.21285	3e-07	2.01	12.5
1.22088	3e-07	2.01	12.5
1.22892	3e-07	2.01	12.5
1.23695	3e-07	2.01	12.5
1.24498	3e-07	2.01	12.5
1.25301	3e-07	2.01	12.5
1.26104	3e-07	2.01	12.5
1.26908	3e-07	2.01	12.5
1.27711	3e-07	2.01	12.5
1.28514	3e-07	2.01	12.5
1.29317	3e-07	2.01	12.5
1.3012	3e-07	2.01	12.5
1.30924	3e-07	2.01	12.5
1.31727	3e-07	2.01	12.5
1.3253	3e-07	2.01	12.5
1.33333	3e-07	2.01	12.5
1.34137	3e-07	2.01	12.5
1.3494	3e-07	2.01	12.5
1.35743	3e-07	2.01	12.5
1.36546	3e-07	2.01	12.5
1.37349	3e-07	2.01	12.5
1.38153	3e-07	2.01	12.5
1.38956	3e-07	2.01	12.5
1.39759	3e-07	2.01	12.5
1.40562	3e-07	2.01	12.5
1.41365	3e-07	2.01	12.5
1.42169	3e-07	2.01	12.5
1.42972	3e-07	2.01	12.5
1.43775	3e-07	2.01	12.5
1.44578	3e-07	2.01	12.5
1.45382	3e-07	2.01	12.5
1.46185	3e-07	2.01	12.5
1.46988	3e-07	2.01	12.5
1.47791	3e-07	2.01	12.5
1.48594	3e-07	2.01	12.5
1.49398	3e-07	2.01	12.5
1.50201	3e-07	2.01	12.5
1.51004	3e-07	2.01	12.5
1.51807	3e-07	2.01	12.5
1.5261	3e-07	2.01	12.5
1.53414	3e-07	2.01	12.5
1.54217	3e-07	2.01	12.5
1.5502	3e-07	2.01	12.5
1.55823	3e-07	2.01	12.5
1.56627	3e-07	2.01	12.5
1.5743	3e-07	2.01	12.5
1.58233	3e-07	2.01	12.5
1.59036	3e-07	2.01	12.5
1.59839	3e-07	2.01	12.5
1.60643	3e-07	2.01	12.5
1.61446	3e-07	2.01	12.5
1.62249	3e-07	2.01	12.5
1.63052	3e-07	2.01	12.5
1.63855	3e-07	2.01	12.5
1.64659	3e-07	2.01	12.5
1.65462	3e-07	2.01	12.5
1.66265	3e-07	2.01	12.5
1.67068	3e-07	2.01	12.5
1.67871	3e-07	2.01	12.5
1.68675	3e-07	2.01	12.5
1.69478	3e-07	2.01	12.5
1.70281	3e-07	2.01	12.5
1.71084	3e-07	2.01	12.5
1.71888	3e-07	2.01	12.5
1.72691	3e-07	2.01	12.5
1.73494	3e-07	2.01	12.5
1.74297	3e-07	2.01	12.5
1.751	3e-07	2.01	12.5
1.75904	3e-07	2.01	12.5
1.76707	3e-07	2.01	12.5
1.7751	3e-07	2.01	12.5
1.78313	3e-07	2.01	12.5
1.79116	3e-07	2.01	12.5
1.7992	3e-07	2.01	12.5
1.80723	3e-07	2.01	12.5
1.81526	3e-07	2.01	12.5
1.82329	3e-07	2.01	12.5
1.83133	3e-07	2.01	12.5
1.83936	3e-07	2.01	12.5
1.84739	3e-07	2.01	12.5
1.85542	3e-07	2.01	12.5
1.86345	3e-07	2.01	12.5
1.87149	3e-07	2.01	12.5
1.87952	3e-07	2.01	12.5
1.88755	3e-07	2.01	12.5
1.89558	3e-07	2.01	12.5
1.90361	3e-07	2.01	12.5
1.91165	3e-07	2.01	12.5
1.91968	3e-07	2.01	12.5
1.92771	3e-07	2.01	12.5
1.93574	3e-07	2.01	12.5
1.94378	3e-07	2.01	12.5
1.95181	3e-07	2.01	12.5
1.95984	3e-07	2.01	12.5
1.96787	3e-07	2.01	12.5
1.9759	3e-07	2.01	12.5
1.98394	3e-07	2.01	12.5
1.99197	3e-07	2.01	12.5
2	3e-07	2.01	12.5
